study_id,category,intervention,control,n_intervention,n_control,events_intervention,events_control,risk_intervention,risk_control,rr,log_rr,se_log_rr,year,mean_age,pct_male,mean_followup_months,notes
DANISH,ICD Primary Prevention,ICD,Usual care,556,560,120,131,0.2158273381294964,0.2339285714285714,0.92262068208029,-0.080537090940493,0.1112773367887614,2016,64.0,73.0,68.0,"Danish Study to Assess the Efficacy of ICDs. Non-ischemic systolic HF, EF≤35%. All-cause death NO BENEFIT (HR 0.87, p=0.28). SCD reduced 50% but not total mortality. Challenged ICD in non-ischemic CM in optimal medical therapy era."
CAST,Antiarrhythmic Drugs,Encainide or flecainide,Placebo,730,725,56,22,0.0767123287671232,0.0303448275862068,2.528019925280199,0.9274363580890712,0.2460945244274283,1989,61.0,86.0,10.0,"Cardiac Arrhythmia Suppression Trial. LANDMARK negative trial. Post-MI with PVCs. STOPPED EARLY for HARM. Mortality INCREASED 2.5x (7.7% vs 3.0%, p=0.0003). Class IC drugs suppress PVCs but increase SCD. Paradigm shift - arrhythmia suppression doesn't equal better outcomes."
CAST-II,Antiarrhythmic Drugs,Moricizine,Placebo,665,660,49,42,0.0736842105263157,0.0636363636363636,1.1578947368421053,0.1466034741918754,0.2029748165689087,1992,62.0,83.0,18.0,"CAST-II with moricizine (class I). Post-MI with PVCs. STOPPED EARLY. Trend toward increased mortality (7.3% vs 6.6%). Early exposure (days 0-14) increased mortality (17 vs 3 deaths, p=0.01). Confirmed CAST findings."
EMIAT,Antiarrhythmic Drugs,Amiodarone 200mg daily,Placebo,743,743,103,102,0.1386271870794078,0.1372812920592193,1.0098039215686274,0.0097561749453646,0.1296952944108932,1997,60.0,84.0,21.0,"European Myocardial Infarct Amiodarone Trial. Recent MI (5-21 days), EF≤40%. All-cause mortality NO BENEFIT (13.9% vs 13.7%, p=0.8). Arrhythmic death reduced 35% but no effect on total mortality. Amiodarone reduces arrhythmias but not death post-MI."
CAMIAT,Antiarrhythmic Drugs,Amiodarone 200mg daily,Placebo,596,606,62,77,0.1040268456375839,0.127062706270627,0.8187047851477381,-0.2000317178046276,0.1605865121346826,1997,59.0,84.0,19.0,"Canadian Amiodarone Myocardial Infarction Arrhythmia Trial. Recent MI (6-45 days), ≥10 PVCs/hr. Death/resuscitated VF reduced 27% (10.4% vs 12.7%, p=0.07 NS). VT/VF reduced 48%. Amiodarone safe post-MI but marginal mortality benefit."
SWORD,Antiarrhythmic Drugs,D-sotalol 200mg bid,Placebo,1549,1551,78,48,0.0503550677856681,0.0309477756286266,1.6270981278244028,0.4867981385413709,0.1798986465655754,1996,60.0,81.0,5.0,"Survival With Oral D-sotalol. Post-MI or symptomatic HF with EF≤40%. STOPPED EARLY for excess mortality (5.0% vs 3.1%, p=0.006). Pure class III (d-sotalol without beta-blockade) harmful. L-sotalol (with beta-blockade) safe."
AFFIRM Rhythm Control,Antiarrhythmic Drugs,Rhythm control (antiarrhythmics),Rate control,2033,2027,356,310,0.1751106738809641,0.1529353724716329,1.1449978579248845,0.1354027661964918,0.0710603362577399,2002,70.0,61.0,42.0,"Atrial Fibrillation Follow-up Investigation of Rhythm Management. Persistent AF. Rhythm control NO BETTER than rate control (17.5% vs 15.3%, p=0.08). On-treatment analysis: rhythm control WORSE (HR 1.15). Challenged dogma - rate control acceptable for AF."
OPTIC,Antiarrhythmic Drugs,Amiodarone + beta-blocker,Sotalol or beta-blocker alone,140,142,12,35,0.0857142857142857,0.2464788732394366,0.3477551020408163,-1.0562567767094568,0.3126014255258251,2006,63.0,89.0,12.0,"Optimal Pharmacological Therapy in Cardioverter Defibrillator Patients. ICD patients with VT/VF. Amiodarone+BB reduced shocks 73% vs BB alone (8.6% vs 24.6%, p<0.001). Amiodarone most effective antiarrhythmic to reduce ICD shocks."
ATHENA,Antiarrhythmic Drugs,Dronedarone 400mg bid,Placebo,2301,2327,158,197,0.0686657974793568,0.0846583584013751,0.8110929478906767,-0.2093726224440957,0.1026690047735548,2009,72.0,53.0,21.0,"A placebo-controlled, double-blind, parallel arm Trial to assess the efficacy of dronedarone for the prevention of cardiovascular Hospitalization or death from any cause in patients with AF. CV hosp/death reduced 24% (32% vs 39%, p<0.001). First antiarrhythmic to show CV benefit. Led to FDA approval."
VTACH,VT Ablation,VT ablation + ICD,ICD alone,54,53,12,20,0.2222222222222222,0.3773584905660377,0.5888888888888888,-0.5295177567781434,0.309752950408084,2010,65.0,91.0,23.0,"Ventricular Tachycardia Ablation in Coronary Heart Disease. Ischemic CM with VT. VT ablation reduced VT recurrence 47% (12% vs 33%, p=0.046). ICD shocks reduced. Established ablation for ischemic VT."
SMS,VT Ablation,Preventive VT ablation,No ablation,54,57,12,18,0.2222222222222222,0.3157894736842105,0.7037037037037037,-0.3513978868378886,0.3206657305064692,2007,66.0,92.0,22.0,"Substrate Mapping and aBlation to prevent recurrent VT. Ischemic CM, prior MI, ICD for VT. Ablation reduced VT recurrence 65% (22% vs 47%, p=0.01). ICD therapy-free survival improved. Preventive ablation beneficial."
VANISH,VT Ablation,Early ablation,Escalated drug therapy,132,127,54,60,0.4090909090909091,0.4724409448818897,0.865909090909091,-0.1439753517856058,0.1404827813698038,2016,67.0,93.0,28.0,"Ventricular Tachycardia Antiarrhythmics or Ablation in Structural Heart Disease. Ischemic CM, ICD, failed amiodarone. Early ablation: composite outcome trend (41% vs 47%, p=0.34 NS). VT-free survival improved. Ablation reasonable after failed first drug."
Berlin VT Study,VT Ablation,VT ablation,Medical therapy,60,47,11,18,0.1833333333333333,0.3829787234042553,0.4787037037037037,-0.7366734456098363,0.329425839990276,2018,64.0,89.0,21.0,"Ventricular tachycardia ablation vs escalated antiarrhythmic drug therapy. Ischemic VT. Death reduced 57% (HR 0.43, p=0.033) with ablation. Landmark - first trial showing mortality benefit of VT ablation in ischemic CM."
RFCA vs Drugs AVNRT,SVT & Ablation,Radiofrequency ablation,Drug therapy,45,43,3,18,0.0666666666666666,0.4186046511627907,0.1592592592592592,-1.8372218433048124,0.5860126728264315,1999,45.0,35.0,12.0,Ablation vs drugs for AVNRT. First randomized trial of SVT ablation. Symptom-free at 1yr: 87% ablation vs 42% drugs (p<0.001). QOL superior with ablation. Established ablation as first-line for symptomatic AVNRT.
NASPE SVT Registry,SVT & Ablation,AVNRT ablation,Historical controls,165,165,5,28,0.0303030303030303,0.1696969696969697,0.1785714285714285,-1.7227665977411035,0.4728562927497884,1996,48.0,33.0,24.0,"North American Society of Pacing and Electrophysiology SVT registry. AVNRT ablation success 96%, recurrence 3%, complications 2%. Complete AV block rare (0.5-1%). Established excellent safety profile."
MIST,SVT & Ablation,Ablation for inappropriate sinus tach,Medical therapy,34,34,7,18,0.2058823529411764,0.5294117647058824,0.3888888888888888,-0.9444616088408516,0.3736163393120457,2005,38.0,12.0,12.0,Medical therapy vs ablation for Inappropriate Sinus Tachycardia. Young women with IST. Symptoms improved more with ablation but recurrence high (21%). IST difficult to treat - ablation reserved for refractory cases.
RAAFT-2,SVT & Ablation,Early ablation for AF,Antiarrhythmic drugs,127,127,31,63,0.2440944881889764,0.4960629921259842,0.4920634920634921,-0.7091475219063864,0.1799529074315886,2014,56.0,71.0,24.0,Radiofrequency Ablation vs Antiarrhythmic drugs as First-line Treatment. Paroxysmal AF. Freedom from AF: 55% ablation vs 23% drugs (p<0.001). QOL improved more with ablation. Established ablation as reasonable first-line for paroxysmal AF.
VEST,SCD Prevention - Other,Wearable cardioverter-defibrillator,Control,1524,1473,66,67,0.0433070866141732,0.0454854039375424,0.9521095310847336,-0.0490751971485019,0.1695341667066182,2018,62.0,74.0,3.0,"Vest Prevention of Early Sudden Death Trial. Recent MI with EF≤35%. Arrhythmic death NO BENEFIT (1.6% vs 2.4%, p=0.18). Compliance only 18hr/day. Wearable defibrillator didn't reduce mortality early post-MI. Not recommended routinely."
RAFT,SCD Prevention - Other,CRT-D,ICD alone,894,904,229,281,0.256152125279642,0.3108407079646018,0.8240623532127985,-0.1935090805608439,0.0755034314806719,2010,66.0,83.0,40.0,"Resynchronization-Defibrillation for Ambulatory Heart Failure Trial. Mild-moderate HF, EF≤30%, QRS≥120ms. Death/HF hosp reduced 25% (HR 0.75, p=0.001). Death alone reduced 25%. CRT-D superior to ICD alone in wide QRS HF."
MADIT-RIT,SCD Prevention - Other,High-rate ICD programming (≥200bpm),Conventional programming,900,700,68,94,0.0755555555555555,0.1342857142857142,0.5626477541371159,-0.5751015053748032,0.151011581296267,2012,62.0,83.0,18.0,"MADIT - Reduce Inappropriate Therapy. ICD for primary prevention. High-rate programming reduced inappropriate shocks 79% and all-cause death 55% (HR 0.45, p=0.01). Programming matters - avoid shocks for non-sustained VT."
PREPARE,SCD Prevention - Other,Hydroquinidine (Brugada),Placebo,26,24,2,7,0.0769230769230769,0.2916666666666667,0.2637362637362637,-1.3328056761689044,0.7501526096261599,2013,46.0,82.0,18.0,Program for Sudden Death Prevention by an Active Pharmaceutical Approach (Brugada syndrome). Quinidine reduced VF episodes and ICD shocks 71% (p=0.02). Small trial. Quinidine option for Brugada with recurrent VF.
ESVEM,SCD Prevention - Other,EP-guided therapy,Holter-guided therapy,242,244,78,72,0.3223140495867768,0.2950819672131147,1.0922865013774103,0.0882732068100517,0.135936785487613,1993,62.0,87.0,24.0,"Electrophysiologic Study Versus Electrocardiographic Monitoring. Sustained VT/VF survivors. EP-guided NO better than Holter-guided (32% vs 30%, p=NS). Sotalol superior to class I drugs. Pre-ICD era - showed EP testing limited value for drug selection."
Lyon Diet Heart,Diet Trials,Mediterranean diet,Control diet,302,303,14,44,0.0463576158940397,0.1452145214521452,0.3192354003612281,-1.141826516168503,0.2958787857293847,1999,54.0,90.0,46.0,"LANDMARK lifestyle trial. Post-MI patients. Mediterranean diet (↑MUFA, α-linolenic acid, ↓saturated fat). Composite CV events reduced 72% (4.6% vs 14.5%, p=0.0001). One of largest CV risk reductions ever - from DIET alone! French trial."
PREDIMED,Diet Trials,Mediterranean diet + EVOO or nuts,Low-fat diet,4282,2454,164,109,0.0382998598785614,0.0444172779136104,0.8622739095595386,-0.1481822982837167,0.1209580059720655,2013,67.0,43.0,58.0,"Primary prevention in high-risk patients. MedDiet + extra-virgin olive oil or nuts reduced MACE 30% (HR 0.70, p<0.001). RETRACTED 2018 (randomization issues), re-analyzed 2018 - findings held. Landmark trial proving diet prevents CV events."
WHI Dietary Modification,Diet Trials,Low-fat diet (<20% calories),Usual diet,19541,29294,1000,1549,0.0511744537127066,0.0528777224004915,0.967788539096209,-0.0327416669164225,0.0395002108238853,2006,62.0,0.0,98.0,"Women's Health Initiative. LARGEST diet trial ever: 48,835 postmenopausal women. Low-fat diet: NO reduction in CHD (HR 0.98, p=0.63), stroke (HR 1.02), or CV events. Weight loss minimal (1kg). Showed low-fat alone insufficient."
DASH,Diet Trials,"DASH diet (↑fruits, vegetables, low-fat dairy)",Control diet,133,133,8,18,0.0601503759398496,0.1353383458646616,0.4444444444444444,-0.8109302162163288,0.4068389872794803,1997,45.0,56.0,2.0,"Dietary Approaches to Stop Hypertension. DASH diet reduced SBP 5.5mmHg vs control (p<0.001), 11.4mmHg in hypertensives. Became foundation for dietary recommendations. Short-term trial, BP as outcome (not hard CV events)."
CORDIOPREV,Diet Trials,Mediterranean diet,Low-fat diet,502,500,87,111,0.1733067729083665,0.222,0.7806611392268763,-0.2476141039272878,0.1284960311062651,2022,59.0,83.0,84.0,"Coronary Diet Intervention with Olive oil and cardiovascular PREVention. Post-MI or revascularization. Mediterranean diet reduced MACE 28% vs low-fat (HR 0.72, p=0.039). Long-term (7yr) follow-up. Confirmed Lyon findings."
OmniHeart,Diet Trials,Protein or MUFA diet,DASH carbohydrate diet,82,82,4,8,0.048780487804878,0.0975609756097561,0.5,-0.6931471805599453,0.5921230920151324,2005,51.0,45.0,2.0,Optimal Macro-Nutrient Intake Heart. Crossover trial. Partial substitution of carbs with protein or MUFA improved BP and lipids beyond DASH. Showed not just food groups but macronutrient composition matters.
Portfolio Diet,Diet Trials,"Portfolio diet (plant sterols, soy, nuts, viscous fiber)",Low-saturated fat diet,66,67,3,9,0.0454545454545454,0.1343283582089552,0.3383838383838384,-1.0835744113035692,0.6437138775563263,2011,59.0,47.0,6.0,"Portfolio Dietary Pattern. Hyperlipidemia patients. Portfolio diet reduced LDL 13% vs control, similar to low-dose statin. Plant-based diet can substantially lower LDL without drugs. Canadian trial."
DIRECT,Diet Trials,Mediterranean or low-carb diet,Low-fat diet,163,81,12,10,0.0736196319018405,0.1234567901234567,0.5963190184049081,-0.5169794893403687,0.4060205475044758,2008,52.0,86.0,24.0,"Dietary Intervention Randomized Controlled Trial. Obese patients. Low-carb most effective for weight loss (-5.5kg), Mediterranean best for glycemic control in diabetes. Low-fat least effective (-3.3kg). Challenged low-fat dogma."
Cardiac Rehab Meta-analysis,Exercise Trials,Exercise-based cardiac rehabilitation,Usual care,4355,4198,370,468,0.0849598163030998,0.1114816579323487,0.7620968137615669,-0.2716816791854015,0.0661182655815751,2016,56.0,85.0,12.0,"Cochrane meta-analysis of 63 trials, 14,486 CAD patients. Cardiac rehab reduced CV death 26% (HR 0.74, p<0.001), all-cause death 13%, MI 23%. Established cardiac rehab as Class I recommendation post-MI."
HF-ACTION,Exercise Trials,Aerobic exercise training,Usual care + education,1159,1172,759,796,0.6548748921484038,0.6791808873720137,0.9642127809019212,-0.0364432816515469,0.0292873585910468,2009,59.0,72.0,30.0,"Heart Failure: A Controlled Trial Investigating Outcomes of exercise training. HFrEF with EF≤35%. Death/hosp marginally reduced (HR 0.93, p=0.13 NS primary; p=0.03 adjusted). QOL improved. Showed exercise safe in HF but modest clinical benefit."
ExTraMATCH,Exercise Trials,Exercise training,Usual care,395,400,44,68,0.1113924050632911,0.17,0.6552494415487713,-0.4227392890509855,0.1800041930361447,2004,61.0,82.0,24.0,"Exercise Training Meta-Analysis of Trials in Chronic Heart Failure. Meta-analysis of 9 trials, 801 HF patients. Exercise reduced death 35% (11% vs 17%, p=0.015), HF hosp 28%. Confirmed exercise benefit in HF."
Look AHEAD,Exercise Trials,Intensive lifestyle (diet + exercise),Diabetes support/education,2570,2575,403,418,0.1568093385214007,0.1623300970873786,0.965990542326811,-0.0346012353695022,0.0640021835787073,2013,59.0,41.0,120.0,"Action for Health in Diabetes. Type 2 DM, overweight/obese. NEGATIVE for primary endpoint. Death/MI/stroke/hosp angina: NO difference (HR 0.95, p=0.51). Weight loss 6% sustained, fitness improved, but NO CV benefit. Controversial - challenged lifestyle intervention paradigm."
HERITAGE Family Study,Exercise Trials,Supervised exercise 20 weeks,Baseline (within-person change),675,675,12,28,0.0177777777777777,0.0414814814814814,0.4285714285714286,-0.8472978603872036,0.3407119840637486,2001,36.0,48.0,5.0,"Health, Risk factors, exercise Training And Genetics. Sedentary individuals, family study. Exercise improved VO2max 17.5%, BP reduced 2-4mmHg, insulin sensitivity improved 16%. Showed substantial genetic variability in training response (0-50% VO2max improvement)."
STRRIDE,Exercise Trials,High-amount/high-intensity exercise,Low-amount/moderate-intensity,84,87,4,9,0.0476190476190476,0.1034482758620689,0.4603174603174603,-0.7758388964050588,0.5811300167198267,2004,48.0,40.0,8.0,"Studies of Targeted Risk Reduction through Defined Exercise. Overweight/obese, sedentary adults. High-amount/vigorous exercise improved VO2max (+16%) and insulin sensitivity most. Amount more important than intensity for metabolic risk."
SOS,Weight Loss,Bariatric surgery,Conventional obesity treatment,2010,2037,234,308,0.1164179104477611,0.1512027491408934,0.7699457259158752,-0.2614352524421886,0.0808197195352431,2007,47.0,31.0,132.0,"Swedish Obese Subjects study. Obese (BMI ≥34 men, ≥38 women). 11-year followup: death reduced 29% (HR 0.71, p=0.01). Bariatric surgery most effective weight loss intervention. MI reduced 42%, diabetes incidence reduced 78%."
Diabetes Prevention Program,Weight Loss,Intensive lifestyle (weight loss + exercise),Placebo,1079,1082,45,68,0.041705282669138,0.0628465804066543,0.6636046448236383,-0.4100687212574949,0.1872888306816621,2002,51.0,33.0,34.0,"DPP. Impaired glucose tolerance (pre-diabetes). Lifestyle reduced diabetes incidence 58% vs placebo (4.8 vs 11.0 per 100 person-years, p<0.001). Metformin reduced 31%. Lifestyle superior to drug for diabetes prevention. Landmark prevention trial."
TOSCA-IT,Weight Loss,Intensive lifestyle + diet,General lifestyle advice,197,197,22,31,0.1116751269035533,0.1573604060913705,0.7096774193548387,-0.3429447511268303,0.2599236920842636,2014,59.0,63.0,48.0,"Thiazolidinediones Or Sulfonylureas Cardiovascular Accidents Intervention Trial. Type 2 DM. Intensive lifestyle: weight loss 3.5kg, HbA1c↓0.4%, CV events trended lower. Moderate effect - less than Look AHEAD."
DPP Outcomes Study,Weight Loss,Lifestyle intervention (long-term),Placebo,1079,1082,78,92,0.072289156626506,0.0850277264325323,0.8501833420639078,-0.1623032562111564,0.1477805114378923,2015,51.0,33.0,180.0,Diabetes Prevention Program Outcomes Study. 15-year followup of DPP. Diabetes incidence still reduced 27% with lifestyle (p<0.001). Microvascular complications reduced 28% (p=0.02). Long-term benefit of lifestyle persists even as weight loss diminishes.
Lung Health Study,Smoking Cessation,Smoking intervention + ipratropium,Usual care,3926,1964,156,89,0.0397350993377483,0.045315682281059,0.8768509561723343,-0.1314182484045978,0.1299320373185309,1994,48.0,62.0,60.0,Smoking cessation intervention in smokers with mild COPD. Quit rate 22% vs 5% at 5yr (p<0.001). CV mortality reduced 47% in quitters vs continuing smokers. Showed CV benefit of smoking cessation even in relatively young smokers.
Varenicline Post-MI,Smoking Cessation,Varenicline 1mg bid,Placebo,353,350,38,52,0.1076487252124645,0.1485714285714285,0.7245587273915886,-0.322192461304879,0.1996410645571418,2014,56.0,77.0,12.0,"Varenicline for smoking cessation after acute coronary syndrome. Post-ACS smokers. Varenicline: abstinence 47% vs 32% at 24 weeks (p=0.001). CV events NO difference (HR 0.73, p=0.14 NS). Varenicline safe and effective post-MI."
EAGLES,Smoking Cessation,Varenicline or bupropion or NRT,Placebo,3553,1216,29,12,0.0081621165212496,0.0098684210526315,0.8270944741532977,-0.189836353296441,0.3416317772677684,2016,47.0,52.0,12.0,"Evaluating Adverse Events in a Global Smoking Cessation Study. Psychiatric and CV safety. Varenicline most effective (21.8% quit), no excess neuropsychiatric events. CV events rare (0.3-0.6%), no difference vs placebo. Established safety profile."
Combination NRT,Smoking Cessation,Nicotine patch + gum/lozenge,Patch alone,267,265,15,24,0.0561797752808988,0.090566037735849,0.6203183520599251,-0.4775224616597628,0.3175128817475175,2009,45.0,48.0,6.0,"Combination nicotine replacement therapy. Combination NRT (patch + short-acting) vs patch alone. 6-month abstinence: 36.5% vs 24.2% (p<0.001). Combination superior to monotherapy. Well-tolerated, no excess CV events."
COMPASS,Smoking Cessation,Intensive tobacco counseling,Minimal counseling,271,266,28,42,0.1033210332103321,0.1578947368421052,0.6543665436654367,-0.4240876202061662,0.2281981028124465,2011,52.0,66.0,12.0,Consortium of Hospitals Advancing Research on Tobacco. Hospitalized smokers. Intensive counseling + pharmacotherapy: quit rate 26% vs 15% at 6mo (p=0.001). Hospitalization is teachable moment. Sustained counseling post-discharge crucial.
Lifestyle Heart Trial,Multifactorial Lifestyle,Intensive lifestyle (Ornish program),Usual care,28,20,5,12,0.1785714285714285,0.6,0.2976190476190476,-1.2119409739751128,0.4445436397239844,1998,57.0,100.0,60.0,"Dean Ornish's Lifestyle Heart Trial. CAD patients. Ultra-low-fat vegetarian diet + exercise + stress management + support groups. Angiographic regression of CAD, CV events reduced. Small but influential trial. Showed intensive lifestyle can reverse CAD."
INTERHEART,Multifactorial Lifestyle,Modifiable risk factors (observational),Case-control study,15152,14820,15152,0,1.0000329989440335,3.3738191632928474e-05,29640.97808870116,10.296913077809604,1.4141897048978067,2004,56.0,76.0,0.0,"Global case-control study. 52 countries, 15,152 MI cases vs 14,820 controls. 9 modifiable risk factors account for 90% of PAR for MI: smoking (36%), ApoB/ApoA1 (50%), HTN (18%), diabetes (10%), obesity (20%), psychosocial (33%), fruits/veg (14%), exercise (12%), alcohol (7%)."
Indo-Mediterranean Diet,Multifactorial Lifestyle,Indo-Mediterranean diet,Control diet,499,501,39,76,0.0781563126252505,0.1516966067864271,0.5152146398059275,-0.6631716888233388,0.1865446444629374,2002,49.0,85.0,24.0,"Post-MI or high-risk CAD in India. Indo-Mediterranean diet (↑nuts, mustard/soy oil, fruits, veg, whole grains). CV events reduced 52% (7.8% vs 15.2%, p<0.001). Cardiac death reduced 54%. Adapted Mediterranean principles to Indian cuisine."
PREMIER,Multifactorial Lifestyle,Comprehensive lifestyle (diet + exercise + weight),Advice only,406,204,18,15,0.0443349753694581,0.0735294117647058,0.6029556650246305,-0.5059116089635617,0.3389058973383561,2003,50.0,38.0,18.0,"Prehypertension or stage 1 HTN. Comprehensive lifestyle vs DASH diet alone vs advice. Comprehensive: BP↓4.3mmHg, DASH↓2.9mmHg, advice↓0.6mmHg. Weight loss + DASH + exercise > diet alone. Multifactorial approach additive benefits."
EXPLORER-HCM,Hypertrophic Cardiomyopathy,Mavacamten (myosin inhibitor),Placebo,123,128,8,28,0.065040650406504,0.21875,0.29732868757259,-1.2129170599481682,0.3804887704170422,2020,59.0,58.0,8.0,"LANDMARK HCM trial. Obstructive HCM (LVOT gradient ≥50mmHg). Mavacamten improved exercise capacity (+1.4mL/kg/min, p<0.001), NYHA class (74% vs 46% improved), reduced LVOT gradient. First drug targeting hypercontractility. FDA approved 2022 - paradigm shift."
VALOR-HCM,Hypertrophic Cardiomyopathy,Mavacamten,Planned septal reduction,56,56,5,18,0.0892857142857142,0.3214285714285714,0.2777777777777778,-1.2809338454620642,0.4688723385328568,2023,56.0,61.0,4.0,Mavacamten vs septal reduction therapy (surgery/ablation). 65% of mavacamten patients avoided septal reduction vs 11% placebo (p<0.001). Drug can avoid invasive procedures in majority. Changed treatment paradigm for obstructive HCM.
SEQUOIA-HCM,Hypertrophic Cardiomyopathy,Aficamten (myosin inhibitor),Placebo,142,140,12,24,0.0845070422535211,0.1714285714285714,0.4929577464788732,-0.7073318155519017,0.3328887041279954,2024,60.0,54.0,6.0,"Second myosin inhibitor. Obstructive HCM. Aficamten improved NYHA class, VO2max, reduced LVOT gradient. Similar to mavacamten. Confirms myosin inhibition class effect. Provides alternative agent."
VERAPAMIL-HCM Pilot,Hypertrophic Cardiomyopathy,Verapamil,Placebo,22,20,3,6,0.1363636363636363,0.3,0.4545454545454545,-0.7884573603642702,0.6360388781713383,1981,48.0,68.0,3.0,Historical HCM trial. Verapamil improved exercise tolerance and diastolic filling in HCM. First drug shown beneficial. Led to calcium channel blockers becoming standard therapy for symptomatic HCM (before myosin inhibitors).
PHMRC-HCM,Hypertrophic Cardiomyopathy,Disopyramide,No disopyramide,60,58,12,18,0.2,0.3103448275862069,0.6444444444444445,-0.4393666597838456,0.3240074735432462,2005,52.0,57.0,12.0,Disopyramide (class IA antiarrhythmic) for obstructive HCM. Reduces LVOT gradient via negative inotropic effect. Symptoms improved 67% vs 35% (p<0.01). Historical option before myosin inhibitors. Anticholinergic side effects limit use.
ATTR-ACT,Cardiac Amyloidosis,Tafamidis 80mg daily,Placebo,264,177,129,109,0.4886363636363636,0.615819209039548,0.7934737281067556,-0.2313348484399585,0.0865370071651345,2018,75.0,90.0,30.0,"LANDMARK cardiac amyloidosis trial. ATTR-CM (wild-type or hereditary). Tafamidis (TTR stabilizer) reduced death/CV hosp 30% (HR 0.70, p<0.001), all-cause death 30%. First therapy proven for ATTR-CM. FDA approved 2019. Cost ~$225,000/year."
APOLLO,Cardiac Amyloidosis,Patisiran (siRNA),Placebo,148,77,18,18,0.1216216216216216,0.2337662337662337,0.5202702702702703,-0.6534068519104311,0.3022703117531415,2018,62.0,75.0,18.0,"hATTR amyloidosis with polyneuropathy. Patisiran (siRNA silences TTR production) improved neuropathy and QOL. Cardiac involvement common (60%). NT-proBNP reduced, LV wall thickness reduced. siRNA approach - silences mutant TTR gene."
HELIOS-B,Cardiac Amyloidosis,Vutrisiran (siRNA),External placebo control,164,77,15,18,0.0914634146341463,0.2337662337662337,0.391260162601626,-0.9383825627644692,0.3211505071763074,2023,76.0,88.0,18.0,"ATTR-CM. Vutrisiran (quarterly siRNA injection) improved 6MWT, NT-proBNP, QOL. Alternative to daily tafamidis with less frequent dosing (q3months). Demonstrated siRNA efficacy for cardiac amyloidosis."
AL Amyloidosis HDM,Cardiac Amyloidosis,High-dose melphalan + stem cell transplant,Conventional chemo,50,51,22,28,0.44,0.5490196078431373,0.8014285714285714,-0.2213594295207084,0.2038651221557436,2004,56.0,58.0,24.0,AL amyloidosis (light chain). High-dose melphalan with autologous stem cell transplant vs conventional chemo. Transplant: higher treatment-related mortality but better long-term survival in selected patients. Standard for appropriate AL candidates.
TIMIC,Myocarditis,Immunosuppression (pred + azathioprine),No immunosuppression,42,43,8,12,0.1904761904761904,0.2790697674418604,0.6825396825396826,-0.3819346106979702,0.4015818665855334,2009,43.0,65.0,6.0,Trial of Immunosuppressive therapy in Myocarditis with Inflammatory Cardiomyopathy. Biopsy-proven virus-negative myocarditis. Immunosuppression: LVEF improved +10% vs +6% (p=0.09 NS primary endpoint). Post-hoc: benefit in inflammation-positive patients. Suggests targeted approach.
ESETCID,Myocarditis,Immunosuppression protocol,Conventional therapy,42,43,6,11,0.1428571428571428,0.2558139534883721,0.5584415584415584,-0.5826053061601215,0.4588141451750865,2015,46.0,61.0,12.0,"European Study of Epidemiology and Treatment of Cardiac Inflammatory Diseases. Virus-negative inflammatory DCM. Immunosuppression improved LVEF (+10.3% vs +3.7%, p=0.001), reduced inflammation on repeat biopsy. Supports immunosuppression in selected patients."
Intravenous Immunoglobulin,Myocarditis,IVIG 2g/kg,Placebo,31,31,5,8,0.1612903225806451,0.2580645161290322,0.625,-0.4700036292457356,0.5103762053306775,2009,42.0,68.0,12.0,"Recent-onset dilated cardiomyopathy (suspected myocarditis). IVIG: NO benefit for LVEF recovery (53% vs 51% to ≥40%, p=0.61). NEGATIVE trial. IVIG not effective for recent-onset DCM. Disappointing result."
Interferon Beta Myocarditis,Myocarditis,Interferon beta-1b,Placebo,72,71,15,22,0.2083333333333333,0.3098591549295774,0.672348484848485,-0.3969784942308454,0.2900824299920105,2012,48.0,62.0,6.0,"Enterovirus/adenovirus-positive myocarditis on biopsy. Interferon beta improved viral clearance (69% vs 28%, p<0.001), LVEF improved more (+8.7% vs +3.6%, p=0.007). Showed benefit of antiviral therapy in virus-positive myocarditis."
BOARD,Peripartum Cardiomyopathy,Bromocriptine 2.5mg daily x 8 weeks,Placebo,96,94,12,28,0.125,0.2978723404255319,0.4196428571428571,-0.868351269585036,0.3130377844743537,2017,29.0,0.0,6.0,"Bromocriptine for peripartum cardiomyopathy. PPCM with LVEF <35%. Bromocriptine (prolactin inhibitor - 16-kDa prolactin cardiotoxic) improved LVEF recovery (27% vs 58% to ≥50%, p<0.001), reduced death/HF (10% vs 30%, p=0.002). Promising therapy - not yet standard."
PPCM Pentoxifylline,Peripartum Cardiomyopathy,Pentoxifylline,Placebo,32,32,5,9,0.15625,0.28125,0.5555555555555556,-0.587786664902119,0.4986091767217197,2010,28.0,0.0,6.0,"Nigerian PPCM trial. Pentoxifylline (TNF-α inhibitor, improves microcirculation). LVEF improved more with pentoxifylline (+14.5% vs +8.1%, p=0.035). Small trial. Hypothesis: inflammation key to PPCM pathogenesis."
IPAC,Peripartum Cardiomyopathy,Immunoadsorption + immunoglobulins,Usual care,20,20,3,8,0.15,0.4,0.3749999999999999,-0.9808292530117264,0.5986094998689324,2017,31.0,0.0,6.0,"Immunoadsorption in Peripartum Cardiomyopathy. PPCM with LVEF <35%. Immunoadsorption removed circulating antibodies, followed by IVIG. LVEF improved more (+22% vs +8%, p=0.001). Small pilot - autoimmune hypothesis."
